timestamp,symbol,price,turnover24h,volume24h,open_interest,open_interest_value,funding_rate,price_change_15m,price_change_1h,oi_change_15m,oi_change_1h,oi_change_pct_15m,vol_oi_ratio,regime,score,label
1777623224528,APTUSDT,1.007,20002327.8332,19764605.8,20346860.93,20493358.33,8.613e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARBUSDT,0.12529,16140607.3966,128976105.6,251962977.1,31568441.4,-0.00026868,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARCUSDT,0.07075,2118635.4539,28757541.0,83349300.0,5891128.52,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARIAUSDT,0.06505,2951096.809,45586134.0,47342776.0,3074913.3,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARKMUSDT,0.11194,483722.5031,4357958.0,16976136.0,1900478.43,-0.00014618,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARKUSDT,0.17316,308922.9904,1774164.0,4432324.0,767501.22,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARPAUSDT,0.009999,76242.0066,7676040.0,49997560.0,498875.65,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ARUSDT,1.9361,2713511.0188,1424290.0,1430526.2,2771072.3,-0.00013796,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ASPUSDT,0.0257,105089.0698,4085864.0,10447277.0,268599.49,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ASRUSDT,1.2458,26673.1934,21531.1,153508.2,190964.2,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ASTERUSDT,0.6608,4518311.188,6900084.0,53334674.0,35243552.58,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ASTRUSDT,0.008095,133744.8627,16574760.0,152385588.0,1233561.33,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ATHUSDT,0.005858,879187.8891,150850310.0,602669940.0,3533453.86,-0.00015408,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ATOMUSDT,1.9064,4880200.2158,2584564.3,9475480.2,18065003.0,-0.00052447,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ATUSDT,0.16742,47994.1227,289037.0,3246384.0,543509.61,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AUCTIONUSDT,4.765,140889.8668,29576.3,405818.4,1933724.68,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AUSDT,0.08958,508813.2222,5723680.0,27493958.0,2464283.46,-0.00022178,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AVAAIUSDT,0.007188,755876.4979,106567502.0,150340272.0,1079743.83,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AVAUSDT,0.2648,178163.0446,671645.2,718460.8,190248.42,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AVAXUSDT,9.188,16127046.7368,1764053.3,5378646.6,49413626.31,-7.341e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AVNTUSDT,0.15075,1778286.1169,11959582.0,37657324.0,5677594.74,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AWEUSDT,0.05832,487476.4952,8126500.0,13346560.0,778638.31,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AXLUSDT,0.06776,10158971.7719,157029554.0,67749879.0,4594796.79,-0.0006107,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AXSUSDT,1.3767,10284497.7392,7418441.0,8763199.0,12068677.66,-0.00012182,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,AZTECUSDT,0.019823,311552.5503,15892880.0,63593420.0,1260930.33,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,B2USDT,0.5887,934170.0323,1679673.0,995834.0,585649.98,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,B3USDT,0.0002666,603203.0751,2242053000.0,1621114000.0,432837.44,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BABYUSDT,0.015668,479575.2338,31929740.0,139526920.0,2185549.67,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BANANAS31USDT,0.009653,516838.8682,53013400.0,153074600.0,1478241.41,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BANANAUSDT,3.867,248131.1078,64472.13,359967.54,1391994.48,-0.00155328,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BANDUSDT,0.2189,41802.1217,194214.7,1530658.0,335214.1,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BANKUSDT,0.03391,105447.369,3121590.0,14777560.0,500072.63,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BANUSDT,0.07259,587128.6365,8127774.0,68263514.0,4947056.86,9.913e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BARDUSDT,0.2783,1342632.7812,4813776.3,27923974.0,7772638.16,3.11e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BASEDUSDT,0.1118,4600961.0696,40670601.0,41473512.0,4640885.99,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BATUSDT,0.09738,275426.003,2844778.5,31480749.2,3065595.36,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BBUSDT,0.02856,429627.6233,15003596.0,34355268.0,981186.45,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BCHUSDT,452.9,16005454.51,35664.62,122461.03,55472397.37,4.489e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BEAMUSDT,0.0019214,120025.6052,62791400.0,640515000.0,1230685.52,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BEATUSDT,0.57287,3542306.8603,6448725.0,7767220.0,4451316.11,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BELUSDT,0.10705,44840.4927,422432.0,2875660.0,308011.94,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BERAUSDT,0.3727,5807168.8779,15514514.0,15960054.0,5951504.14,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BICOUSDT,0.02491,89936.3266,3593984.7,10485050.6,261497.16,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BIGTIMEUSDT,0.013375,800720.3632,60238254.0,78272602.0,1046896.05,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BIOUSDT,0.04248,66883339.2473,1613409279.0,255161324.0,10859665.95,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BIRBUSDT,0.13395,491637.9266,3691564.0,10268594.0,1375170.11,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BLASTUSDT,0.0004989,272442.0201,548149330.0,3318267000.0,1655483.41,-0.00052617,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BLENDUSDT,0.1178,25321237.215,200791645.0,18547028.0,2188549.3,-7.08e-06,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BLESSUSDT,0.006158,500163.6723,84047650.0,219077290.0,1346887.18,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BLUAIUSDT,0.013328,3508003.4811,254134270.0,169435900.0,2257394.5,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BLURUSDT,0.02728,2355049.863,87289332.0,134055370.0,3657700.77,-0.00016283,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BMTUSDT,0.01533,27324.4074,1793505.0,11539872.0,176779.3,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BNBUSDT,620.5,14477395.129,23408.18,136795.91,84881862.16,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
